crop_type,soil_moisture,temperature,rainfall,humidity,irrigate
Rice,50.52,18.15,224.69,63.16,0
Soybean,51.4,36.29,12.54,68.59,0
Rice,25.5,36.74,264.55,85.0,0
Cotton,25.46,23.09,200.94,59.02,1
Cotton,45.06,23.11,48.25,76.37,1
Rice,50.96,25.01,148.59,79.87,0
Maize,23.82,33.18,96.5,55.19,0
Cotton,42.67,22.41,167.58,48.18,1
Maize,36.24,23.59,211.86,62.81,0
Soybean,37.45,19.6,120.55,63.09,1
Soybean,38.49,23.63,14.01,67.36,1
Cotton,15.86,15.27,120.02,78.52,1
Rice,26.33,16.78,141.1,31.59,0
Rice,49.62,37.22,32.46,62.73,0
Rice,17.76,36.39,270.09,63.95,0
Maize,26.94,35.55,33.79,34.88,0
Soybean,32.34,17.55,137.77,43.95,1
Cotton,14.79,35.46,70.36,35.06,0
Rice,33.51,34.21,162.8,50.93,1
Cotton,14.06,37.82,260.29,68.71,1
Maize,52.33,29.63,106.79,85.55,0
Cotton,11.3,34.77,8.49,83.38,1
Rice,26.79,32.5,103.24,86.21,0
Maize,31.11,26.61,146.73,60.25,1
Soybean,12.34,37.92,2.99,86.58,1
Wheat,22.27,36.69,142.59,87.91,0
Soybean,51.84,36.19,79.75,59.29,0
Rice,10.3,36.95,91.1,60.52,0
Cotton,13.29,37.08,25.91,55.48,0
Rice,40.61,24.58,287.82,43.17,1
Wheat,49.94,16.34,226.31,89.21,1
Maize,34.75,21.24,255.59,36.73,1
Maize,30.39,35.69,29.99,48.24,0
Wheat,31.04,37.98,61.05,75.87,1
Soybean,23.07,22.46,269.4,56.28,0
Maize,58.62,19.16,156.54,61.22,0
Rice,11.36,28.21,285.76,65.34,1
Maize,42.26,18.33,152.86,36.06,1
Soybean,44.9,18.54,134.38,70.14,1
Soybean,14.53,30.41,133.24,33.77,1
Cotton,17.21,28.16,54.23,87.64,1
Cotton,24.59,34.72,234.65,61.02,0
Wheat,24.86,37.66,18.19,74.6,0
Maize,17.06,28.21,269.0,64.57,0
Maize,44.71,20.95,251.55,55.66,1
Maize,50.7,16.78,289.94,71.66,0
Rice,56.19,29.58,206.17,62.79,1
Soybean,30.18,25.59,247.15,64.88,0
Soybean,33.86,35.63,244.55,52.06,1
Rice,14.12,25.79,5.89,45.41,0
Cotton,15.08,26.29,115.05,36.15,0
Wheat,34.72,34.64,291.45,67.12,1
Rice,11.98,26.16,33.53,30.88,0
Wheat,10.71,28.4,1.19,69.95,0
Soybean,43.09,23.75,244.82,46.99,1
Cotton,59.96,29.14,3.14,66.22,0
Soybean,38.55,29.1,253.46,59.85,0
Maize,37.28,24.26,72.96,72.1,0
Cotton,23.44,17.97,113.77,78.49,0
Soybean,43.17,19.42,237.69,60.18,1
Rice,52.27,29.79,108.23,35.75,1
Wheat,56.48,17.3,173.35,62.87,1
Maize,28.39,20.55,80.74,64.27,0
Maize,40.47,32.87,131.72,48.88,0
Rice,51.76,39.93,215.48,47.99,1
Rice,18.34,25.64,168.2,84.03,1
Wheat,37.26,31.84,12.69,77.23,1
Maize,31.75,28.83,142.0,61.37,1
Cotton,22.19,29.34,32.93,88.56,1
Maize,22.22,31.47,286.52,63.01,0
Maize,37.32,20.78,166.16,49.55,1
Cotton,42.67,22.41,167.58,48.18,1
Cotton,31.67,26.48,35.43,68.55,0
Wheat,39.08,24.42,255.72,38.26,1
Maize,42.26,18.33,152.86,36.06,1
Maize,33.86,19.77,143.09,83.5,1
Maize,37.12,25.57,91.69,34.98,1
Rice,42.93,20.56,151.45,89.12,1
Soybean,37.45,19.6,120.55,63.09,1
Soybean,45.3,38.73,84.02,40.74,1
Soybean,27.11,35.26,152.86,45.52,1
Rice,42.92,31.21,172.89,72.75,0
Soybean,60.0,32.06,12.22,32.15,0
Rice,19.19,27.56,248.99,68.19,0
Maize,30.59,30.58,191.99,82.36,1
Cotton,13.96,17.8,91.0,66.39,1
Maize,10.48,16.69,174.07,57.34,0
Maize,14.6,24.35,129.58,60.74,0
Wheat,25.92,28.36,283.96,37.52,1
Soybean,51.71,27.42,155.21,61.33,0
Cotton,37.04,23.94,146.14,84.64,1
Cotton,37.51,22.43,177.38,74.15,1
Maize,48.59,24.53,196.14,44.0,1
Cotton,32.23,38.3,296.51,71.78,0
Soybean,22.26,28.1,159.99,39.87,1
Cotton,15.44,23.82,165.2,81.82,0
Wheat,34.59,16.64,84.61,45.8,1
Soybean,26.02,27.25,218.84,83.26,0
Wheat,58.88,39.63,291.88,34.17,1
Soybean,27.47,23.95,248.7,66.89,0
Soybean,32.0,16.36,60.14,86.2,0
Soybean,50.84,24.27,230.86,86.94,1
Wheat,29.62,24.93,223.15,44.8,0
Wheat,41.43,28.9,123.12,46.89,1
Cotton,37.6,22.21,185.32,60.1,1
Maize,58.08,32.02,207.47,43.83,1
Wheat,10.0,30.42,89.29,38.69,1
Wheat,16.36,26.3,43.4,37.43,0
Cotton,41.51,22.46,5.39,52.51,0
Cotton,41.45,28.43,3.67,88.3,1
Rice,32.24,26.21,16.99,48.79,0
Wheat,29.16,18.23,157.27,55.52,0
Cotton,37.03,27.91,294.68,81.57,1
Soybean,13.01,18.52,190.92,83.11,1
Cotton,39.31,31.89,157.72,39.33,1
Rice,23.93,27.96,248.85,30.93,1
Maize,21.92,20.37,281.98,61.99,0
Wheat,18.23,31.81,238.67,40.75,0
Rice,22.16,27.26,160.98,78.91,0
Soybean,52.88,19.71,67.05,39.57,0
Wheat,43.62,31.38,223.03,49.09,0
Cotton,17.09,27.85,13.07,76.06,1
Soybean,40.47,30.29,201.05,41.71,1
Wheat,10.95,24.27,4.71,87.9,1
Rice,19.18,19.02,62.43,61.22,0
Cotton,17.7,32.22,292.47,70.39,0
Rice,51.33,39.07,16.46,79.19,1
Cotton,34.68,23.12,271.82,68.25,1
Soybean,14.84,26.82,285.34,81.5,0
Cotton,18.59,24.62,244.93,50.1,1
Soybean,42.08,32.75,12.94,31.53,0
Soybean,55.4,32.44,95.81,33.71,0
Cotton,46.96,18.61,211.94,39.83,0
Cotton,49.81,38.31,29.32,52.89,1
Soybean,43.68,32.56,198.1,56.55,0
Wheat,33.05,37.32,295.35,78.01,0
Wheat,25.83,29.77,296.67,83.08,1
Rice,27.54,22.93,52.37,87.47,0
Soybean,31.18,25.36,183.72,38.7,1
Soybean,20.25,38.89,120.93,54.38,1
Maize,15.65,20.21,284.1,35.4,0
Cotton,25.5,23.92,15.6,34.92,1
Wheat,41.83,18.05,121.85,50.91,0
Wheat,37.75,31.7,113.6,83.18,1
Cotton,21.93,28.81,92.9,74.58,1
Cotton,15.51,27.12,90.38,81.06,0
Soybean,50.84,24.27,230.86,86.94,1
Wheat,58.68,34.68,194.3,49.46,0
Maize,46.85,17.4,80.04,58.81,0
Wheat,55.58,16.22,66.93,38.65,0
Maize,35.9,38.32,45.93,61.19,0
Cotton,47.85,20.08,85.76,75.07,1
Wheat,13.28,15.51,79.49,65.2,1
Rice,25.6,37.33,192.4,70.32,0
Rice,44.04,27.17,36.38,79.54,0
Cotton,52.88,26.02,261.82,31.02,1
Maize,19.93,39.68,167.18,42.77,1
Soybean,49.95,21.63,288.95,86.26,0
Soybean,58.65,27.54,148.0,53.31,0
Rice,23.35,23.3,87.38,32.28,0
Cotton,48.29,18.63,89.88,88.27,0
Soybean,20.63,38.61,163.03,80.5,1
Cotton,53.82,31.45,206.8,71.91,1
Soybean,32.22,15.48,148.7,79.36,1
Soybean,50.8,18.82,166.45,59.92,1
Rice,20.54,18.44,134.09,45.39,1
Maize,43.4,36.09,249.03,62.28,0
Maize,57.13,24.37,82.76,80.08,0
Cotton,19.31,16.15,231.64,64.78,1
Maize,24.51,17.35,167.38,89.48,1
Soybean,43.84,30.25,260.37,56.57,1
Maize,36.76,19.97,276.21,57.4,0
Soybean,13.57,39.07,28.86,32.79,0
Soybean,51.83,19.91,283.14,58.92,0
Wheat,55.76,16.74,29.84,62.76,0
Soybean,14.51,37.26,192.52,55.87,0
Soybean,36.22,35.18,216.93,80.68,1
Wheat,20.92,25.41,203.04,64.95,1
Wheat,28.2,21.7,124.87,68.39,0
Cotton,28.27,21.9,213.6,60.69,1
Maize,25.37,19.49,101.78,73.92,0
Soybean,43.09,23.75,244.82,46.99,1
Cotton,39.49,23.54,246.14,89.01,0
Wheat,52.34,19.02,215.01,58.92,1
Rice,23.93,27.96,248.85,30.93,1
Rice,25.0,32.44,163.71,58.94,1
Wheat,47.27,25.94,145.32,88.53,1
Cotton,29.68,27.48,90.86,64.99,1
Maize,54.86,17.31,148.31,33.12,0
Maize,23.44,27.99,133.19,55.6,1
Cotton,10.04,23.67,271.97,73.14,0
Maize,21.32,34.49,272.42,33.17,0
Maize,40.23,17.97,190.36,37.14,0
Maize,31.21,18.03,110.1,82.89,0
Maize,35.4,20.11,131.35,64.68,0
Rice,15.38,21.1,205.39,51.13,0
Rice,17.85,21.52,187.66,73.76,1
Rice,11.13,17.15,0.57,32.65,1
Rice,39.61,24.36,232.81,77.99,0
Rice,45.26,15.94,13.9,32.24,1
Soybean,45.85,16.94,127.47,68.79,1
Rice,51.07,38.9,111.86,89.97,1
Maize,44.81,31.12,262.01,40.08,1
Wheat,39.21,32.65,230.1,86.1,1
Cotton,13.96,17.8,91.0,66.39,1
Rice,34.97,31.83,117.15,46.35,0
Cotton,15.08,26.29,115.05,36.15,0
Maize,41.32,38.94,146.95,76.58,1
Soybean,30.29,39.07,34.38,58.04,0
Wheat,53.44,24.57,45.22,58.47,1
Soybean,38.03,35.91,68.34,57.74,0
Cotton,16.65,33.84,41.7,76.88,0
Cotton,46.96,18.61,211.94,39.83,0
Rice,53.36,19.5,99.82,36.01,0
Cotton,30.19,30.89,44.5,46.88,0
Maize,37.45,36.3,74.97,55.99,1
Soybean,10.53,35.08,82.25,71.91,0
Cotton,17.59,33.72,103.93,56.12,0
Maize,47.52,38.03,298.27,30.84,0
Cotton,41.45,31.24,153.47,53.89,1
Wheat,40.92,21.98,111.17,46.64,0
Maize,23.82,33.18,96.5,55.19,0
Rice,45.09,21.27,113.52,40.24,1
Wheat,33.05,37.32,295.35,78.01,0
Soybean,53.42,34.88,292.65,69.85,0
Wheat,44.67,32.62,209.14,43.6,1
Soybean,20.36,17.12,133.21,81.49,1
Wheat,19.31,30.73,282.98,59.48,1
Wheat,29.06,33.81,85.51,38.68,0
Soybean,44.16,20.66,256.3,48.66,0
Rice,13.48,33.02,114.04,65.32,1
Wheat,41.0,30.69,143.84,59.2,1
Maize,19.93,39.68,167.18,42.77,1
Cotton,57.81,24.02,110.62,87.8,0
Rice,12.69,34.35,183.21,33.88,1
Rice,27.95,20.27,236.2,50.97,0
Cotton,10.63,30.03,190.4,51.53,0
Rice,45.96,20.19,249.14,49.68,0
Maize,25.02,31.18,274.76,65.49,1
Rice,19.65,20.17,265.47,39.83,0
Wheat,44.9,24.3,273.04,64.02,0
Wheat,58.07,39.07,135.12,56.52,1
Maize,23.68,35.38,111.44,76.28,0
Wheat,55.19,33.71,179.36,63.8,1
Cotton,39.17,36.13,94.17,45.61,0
Wheat,10.0,30.42,89.29,38.69,1
Wheat,40.97,19.0,19.27,40.6,0
Rice,17.86,28.55,262.92,56.83,0
Maize,43.05,35.46,131.52,49.67,0
Maize,53.84,38.89,57.54,71.01,1
Cotton,58.96,30.59,188.53,69.47,0
Wheat,41.54,20.61,275.6,76.71,0
Soybean,25.36,39.71,206.68,71.52,0
Cotton,41.28,16.43,216.87,58.35,1
Wheat,44.26,36.29,6.81,58.59,1
Cotton,39.49,23.54,246.14,89.01,0
Maize,43.7,28.65,15.11,75.22,0
Wheat,41.91,33.04,293.96,86.91,1
Cotton,17.76,26.51,23.84,35.91,0
Maize,19.94,36.7,116.0,48.54,0
Soybean,56.77,36.08,76.73,75.16,1
Maize,42.64,27.73,172.54,79.24,0
Rice,12.56,19.83,115.07,61.38,0
Wheat,40.2,19.68,35.75,80.06,1
Rice,21.45,33.71,291.91,71.27,1
Rice,37.64,19.84,66.42,62.65,0
Cotton,37.03,27.91,294.68,81.57,1
Maize,24.02,23.01,191.31,67.34,1
Maize,10.48,16.69,174.07,57.34,0
Soybean,12.83,22.56,63.86,45.37,0
Cotton,33.83,20.34,113.09,45.26,1
Maize,40.23,17.97,190.36,37.14,0
Maize,59.73,27.16,196.73,34.58,1
Soybean,26.89,33.0,40.34,31.81,1
Soybean,15.31,33.89,195.99,60.65,1
Cotton,55.29,22.86,134.14,86.64,1
Cotton,53.0,35.56,274.37,79.85,0
Soybean,41.25,29.99,63.02,84.27,0
Soybean,21.95,19.13,78.45,73.77,0
Cotton,17.57,38.74,6.43,34.96,1
Maize,44.62,28.63,18.6,38.27,0
Maize,37.32,20.78,166.16,49.55,1
Wheat,41.43,28.9,123.12,46.89,1
Soybean,27.47,23.95,248.7,66.89,0
Maize,31.87,19.65,154.49,75.61,1
Wheat,15.74,26.74,126.28,65.71,0
Maize,35.01,27.23,60.32,87.36,1
Rice,38.61,22.55,85.31,57.58,1
Wheat,40.1,39.63,186.82,30.29,0
Maize,49.85,29.07,187.07,37.96,0
Soybean,19.21,34.98,96.3,51.06,0
Soybean,35.56,27.18,1.84,64.06,1
Rice,53.48,18.32,175.7,37.07,1
Rice,33.28,18.9,205.84,89.99,1
Maize,59.73,27.16,196.73,34.58,1
Maize,54.81,38.8,153.7,54.08,1
Rice,15.4,20.85,142.71,37.65,0
Soybean,38.55,29.1,253.46,59.85,0
Rice,57.68,30.61,176.6,75.08,1
Soybean,50.95,37.65,22.97,39.99,1
Soybean,56.77,36.08,76.73,75.16,1
Rice,50.19,24.18,61.97,49.67,1
Maize,40.23,17.97,190.36,37.14,0
Rice,11.33,15.75,78.27,43.1,0
Wheat,16.83,16.3,10.43,65.4,1
Cotton,24.06,32.67,276.7,52.39,0
Soybean,12.83,22.56,63.86,45.37,0
Rice,17.64,33.66,159.78,50.36,1
Maize,44.71,20.95,251.55,55.66,1
Maize,27.14,28.11,22.12,61.91,1
Rice,32.44,25.39,24.23,43.31,0
Cotton,24.62,18.63,84.98,73.02,1
Wheat,23.73,28.08,146.22,66.48,0
Rice,29.14,26.74,68.71,50.02,0
Maize,27.14,28.11,22.12,61.91,1
Cotton,23.37,35.76,285.38,79.55,1
Wheat,30.19,31.43,197.07,37.67,1
Cotton,24.06,32.67,276.7,52.39,0
Soybean,47.69,39.7,210.43,53.18,1
Soybean,31.15,35.08,257.8,59.45,0
Wheat,45.87,29.03,278.02,89.98,1
Rice,44.27,15.92,163.22,56.89,0
Wheat,52.74,17.99,188.24,79.8,0
Cotton,54.72,33.91,253.29,69.63,0
Soybean,50.75,22.0,263.86,87.5,1
Maize,44.36,25.41,113.18,30.17,1
Maize,37.45,36.3,74.97,55.99,1
Soybean,38.33,26.45,120.88,35.5,0
Soybean,28.58,23.89,285.84,73.43,0
Wheat,32.57,27.43,100.73,76.71,0
Rice,49.62,35.29,142.5,39.24,1
Maize,53.67,39.73,269.66,47.32,0
Rice,54.42,32.97,60.34,44.9,1
Rice,41.37,29.88,272.97,78.51,0
Rice,43.27,28.65,253.97,71.18,0
Wheat,37.75,31.7,113.6,83.18,1
Wheat,53.44,24.57,45.22,58.47,1
Cotton,48.67,21.89,259.95,48.75,1
Rice,12.69,34.35,183.21,33.88,1
Rice,13.69,19.64,34.51,78.67,0
Wheat,25.44,25.65,68.72,71.14,1
Wheat,10.95,24.27,4.71,87.9,1
Rice,19.65,20.17,265.47,39.83,0
Cotton,54.72,33.91,253.29,69.63,0
Soybean,25.76,24.23,257.53,66.13,0
Wheat,19.21,22.66,108.27,69.08,1
Soybean,25.45,15.41,277.38,48.77,1
Cotton,53.66,31.82,104.36,51.42,0
Soybean,10.53,35.08,82.25,71.91,0
Wheat,49.46,31.82,23.78,74.16,1
Cotton,17.79,20.16,30.42,88.39,1
Soybean,24.89,39.32,191.9,44.94,1
Wheat,19.31,30.73,282.98,59.48,1
Rice,43.27,28.65,253.97,71.18,0
Soybean,24.24,37.89,238.76,55.77,0
Rice,33.82,31.18,147.79,40.56,1
Maize,40.28,36.94,204.36,57.24,0
Maize,42.34,37.73,112.96,44.17,1
Cotton,48.63,22.29,13.38,65.98,1
Wheat,56.47,30.05,136.45,53.22,1
Soybean,57.25,24.83,19.02,83.02,1
Rice,14.12,25.79,5.89,45.41,0
Cotton,55.84,26.76,61.47,38.5,1
Cotton,53.66,31.82,104.36,51.42,0
Wheat,37.13,24.44,158.68,89.31,0
Maize,16.29,27.9,250.89,32.53,0
Wheat,55.24,19.44,113.67,63.78,0
Maize,10.05,27.29,176.32,31.46,1
Cotton,22.19,29.34,32.93,88.56,1
Wheat,47.04,36.52,271.22,66.85,1
Rice,48.59,27.15,154.72,47.25,1
Wheat,26.61,16.28,127.94,62.22,1
Maize,59.18,35.08,298.64,63.7,1
Rice,48.59,27.15,154.72,47.25,1
Soybean,13.19,32.39,62.11,31.33,1
Soybean,50.98,27.54,220.55,56.25,1
Soybean,50.44,28.42,258.16,40.94,0
Maize,38.95,23.68,190.4,71.65,1
Wheat,19.21,22.66,108.27,69.08,1
Wheat,44.67,32.62,209.14,43.6,1
Cotton,10.89,17.02,209.7,83.46,0
Wheat,58.65,21.57,131.55,42.76,0
Soybean,49.16,29.81,222.65,48.43,1
Rice,25.0,32.44,163.71,58.94,1
Rice,26.38,34.46,223.99,87.61,0
Maize,56.58,31.62,155.12,67.4,0
Rice,22.04,18.4,99.49,64.45,0
Cotton,54.72,33.91,253.29,69.63,0
Soybean,10.45,17.46,201.77,52.73,0
Cotton,37.04,23.94,146.14,84.64,1
Soybean,58.38,29.19,93.62,47.37,1
Soybean,31.93,27.64,3.39,69.7,0
Cotton,31.6,36.76,241.92,84.88,0
Cotton,18.43,17.42,261.08,60.2,0
Wheat,55.24,19.44,113.67,63.78,0
Cotton,45.85,19.14,48.11,89.48,1
Rice,43.76,28.97,27.84,49.13,1
Cotton,43.02,16.15,30.65,64.46,1
Soybean,36.6,19.05,44.33,73.97,1
Rice,30.58,15.28,243.8,38.06,1
Cotton,37.6,22.21,185.32,60.1,1
Cotton,19.15,26.54,162.4,75.84,1
Maize,31.83,27.91,156.65,45.01,1
Rice,27.71,31.75,61.91,86.99,1
Soybean,38.7,36.41,64.41,71.64,1
Wheat,52.53,31.07,148.09,37.98,0
Maize,36.24,23.59,211.86,62.81,0
Cotton,42.28,25.36,245.97,84.06,0
Rice,41.37,29.88,272.97,78.51,0
Soybean,35.1,28.14,116.31,55.2,1
Maize,59.18,35.08,298.64,63.7,1
Maize,54.02,17.64,13.9,30.33,1
Soybean,47.69,39.7,210.43,53.18,1
Rice,17.85,21.52,187.66,73.76,1
Soybean,26.18,33.24,235.78,84.08,0
Soybean,31.18,25.36,183.72,38.7,1
Maize,17.48,19.54,29.42,40.4,1
Wheat,57.76,27.19,162.35,61.64,0
Soybean,50.95,37.65,22.97,39.99,1
Maize,43.52,34.9,15.77,67.29,0
Rice,53.72,19.94,133.01,46.45,0
Cotton,31.61,39.02,19.25,35.42,1
Maize,30.39,35.69,29.99,48.24,0
Wheat,56.85,36.95,33.72,41.08,1
Soybean,29.6,37.23,177.35,73.27,1
Wheat,52.5,16.2,235.34,79.28,1
Cotton,25.32,27.79,82.84,39.95,0
Maize,15.65,20.21,284.1,35.4,0
Soybean,13.59,17.54,278.49,30.56,1
Maize,35.01,27.23,60.32,87.36,1
Maize,31.7,38.81,173.6,30.79,1
Maize,28.39,20.55,80.74,64.27,0
Cotton,25.13,28.25,291.61,66.51,1
Maize,19.94,18.61,253.19,48.67,0
Maize,19.94,36.7,116.0,48.54,0
Soybean,17.39,23.98,65.88,49.12,0
Maize,20.26,34.03,180.84,79.74,1
Maize,39.8,38.88,103.87,82.05,1
Wheat,11.32,17.71,179.96,59.02,0
Rice,49.2,31.22,98.9,41.8,0
Maize,42.25,26.91,14.56,31.9,1
Cotton,42.78,20.44,190.86,52.81,1
Soybean,46.51,21.33,256.43,47.51,1
Rice,10.74,35.05,182.94,84.09,0
Cotton,48.23,34.34,85.19,38.68,1
Soybean,51.66,34.03,225.0,72.4,1
Rice,44.79,24.35,203.86,47.98,0
Soybean,41.25,29.99,63.02,84.27,0
Wheat,37.73,30.73,168.27,56.73,1
Cotton,29.39,16.65,135.84,47.28,0
Rice,39.18,29.9,53.22,81.04,1
Cotton,21.02,32.65,174.48,59.94,0
Wheat,34.51,32.94,255.31,78.17,0
Cotton,33.59,33.42,107.98,57.98,0
Soybean,54.32,17.3,211.09,30.43,1
Cotton,33.83,20.34,113.09,45.26,1
Soybean,11.37,15.73,51.06,78.65,0
Soybean,50.84,24.27,230.86,86.94,1
Rice,18.03,27.14,244.79,78.01,1
Cotton,48.37,32.68,174.88,62.92,0
Wheat,53.11,21.37,201.88,70.87,0
Maize,58.7,28.25,169.93,37.46,1
Maize,40.82,15.24,198.84,30.91,0
Rice,19.18,19.02,62.43,61.22,0
Soybean,36.8,17.38,262.54,67.95,1
Cotton,22.64,20.43,169.71,56.71,0
Maize,38.73,33.54,63.77,66.89,1
Rice,56.15,23.74,180.93,86.95,0
Wheat,38.54,31.59,296.36,41.37,0
Soybean,13.01,18.52,190.92,83.11,1
Maize,32.28,30.98,208.06,75.42,1
Soybean,50.95,37.65,22.97,39.99,1
Soybean,36.88,30.61,193.39,74.28,1
Rice,50.71,35.32,51.08,44.97,1
Wheat,15.74,26.74,126.28,65.71,0
Wheat,49.49,38.55,77.39,87.87,0
Cotton,26.58,34.06,195.31,71.09,1
Cotton,15.86,15.27,120.02,78.52,1
Maize,27.22,32.3,126.55,60.99,0
Rice,54.44,27.37,183.5,31.43,1
Wheat,47.62,30.92,26.06,37.57,1
Wheat,28.35,37.82,186.0,51.76,0
Rice,32.41,32.98,256.09,63.18,1
Cotton,53.03,29.18,106.64,86.36,1
Cotton,37.99,21.09,218.96,34.59,1
Cotton,36.38,27.08,67.63,81.4,0
Wheat,49.34,26.63,14.04,80.85,1
Rice,54.42,32.97,60.34,44.9,1
Soybean,58.28,33.98,215.94,66.48,0
Wheat,40.94,18.29,45.88,82.27,0
Rice,50.96,25.01,148.59,79.87,0
Cotton,47.23,30.36,95.98,51.87,0
Cotton,24.31,32.57,253.76,52.23,0
Cotton,30.46,34.87,148.85,44.41,1
Maize,54.31,26.21,99.95,45.71,1
Cotton,52.17,21.07,59.58,76.11,1
Maize,42.17,15.54,61.6,53.6,0
Wheat,52.84,19.68,20.34,61.59,0
Rice,19.65,20.17,265.47,39.83,0
Soybean,37.45,19.6,120.55,63.09,1
Rice,21.91,25.76,194.59,85.15,1
Wheat,13.99,15.64,57.59,49.15,1
Cotton,46.96,18.61,211.94,39.83,0
Rice,56.19,29.58,206.17,62.79,1
Rice,51.3,26.66,72.27,70.13,0
Cotton,57.67,22.85,194.76,83.36,1
Maize,21.96,26.62,275.81,50.14,0
Maize,25.38,35.52,73.74,54.23,1
Maize,31.96,38.43,83.53,80.28,1
Maize,12.2,16.13,118.21,42.5,0
Wheat,50.74,26.52,187.38,58.7,0
Wheat,52.34,19.02,215.01,58.92,1
Wheat,30.14,24.04,199.99,78.91,0
Wheat,16.74,32.33,61.36,45.91,1
Soybean,41.35,16.37,188.57,68.68,1
Maize,49.85,29.07,187.07,37.96,0
Wheat,56.8,15.21,150.76,54.47,1
Wheat,20.1,30.4,231.47,36.49,0
Rice,51.25,31.18,73.73,77.72,0
Soybean,14.18,26.09,100.97,59.14,0
Cotton,34.99,37.16,81.61,46.58,1
Soybean,42.08,32.75,12.94,31.53,0
Cotton,38.71,19.74,259.66,60.98,1
Wheat,41.43,28.9,123.12,46.89,1
Rice,46.04,30.57,262.55,35.41,1
Maize,53.67,39.73,269.66,47.32,0
Wheat,54.88,36.56,84.03,38.83,0
Cotton,15.25,19.41,237.32,75.79,1
Wheat,18.02,22.65,1.19,34.3,1
Maize,36.76,19.97,276.21,57.4,0
Rice,39.83,25.69,256.2,79.49,0
Rice,46.35,37.35,227.24,80.45,0
Wheat,22.88,18.81,25.44,33.28,1
Maize,16.29,27.9,250.89,32.53,0
Wheat,53.53,15.4,191.53,48.13,1
Maize,42.4,16.36,93.23,51.85,0
Cotton,15.16,22.76,86.02,69.19,0
Maize,57.8,36.33,274.06,42.38,1
Soybean,13.49,19.74,188.49,78.81,1
Soybean,26.67,34.92,159.89,36.45,1
Cotton,14.16,33.28,255.55,58.34,1
Cotton,10.28,18.79,241.1,85.14,1
Maize,20.64,34.92,225.2,86.63,0
Maize,34.99,36.56,268.4,48.52,0
Cotton,58.06,34.44,62.64,88.49,0
Rice,23.86,24.98,179.09,79.15,0
Maize,37.21,28.83,194.81,58.14,1
Rice,37.9,21.8,250.19,52.04,1
Maize,23.05,32.76,126.99,34.89,0
Rice,46.35,37.35,227.24,80.45,0
Cotton,25.66,17.64,101.74,52.95,0
Maize,59.88,22.15,179.29,39.97,0
Maize,30.93,35.97,215.04,64.31,1
Rice,28.81,29.72,128.81,63.65,1
Cotton,25.66,17.64,101.74,52.95,0
Rice,32.41,25.24,87.25,73.64,1
Soybean,25.78,20.42,18.97,65.69,1
Wheat,43.95,15.72,94.34,41.53,0
Maize,34.43,21.89,191.95,49.03,0
Soybean,32.31,37.39,64.13,41.93,1
Rice,51.07,15.72,88.6,39.85,1
Wheat,25.06,26.22,33.56,56.09,0
Rice,27.9,35.7,48.12,57.19,1
Soybean,32.0,16.36,60.14,86.2,0
Cotton,18.78,37.17,27.03,58.71,1
Cotton,34.52,31.76,125.24,80.82,1
Rice,27.95,20.27,236.2,50.97,0
Rice,16.59,16.17,207.81,61.66,1
Wheat,23.39,20.51,31.3,37.56,0
Rice,49.84,20.23,198.76,88.26,0
Soybean,58.1,28.73,265.58,45.57,1
Soybean,27.26,37.51,160.86,56.4,0
Maize,59.8,32.44,250.18,67.59,0
Soybean,58.23,35.8,173.95,38.58,1
Rice,27.71,31.75,61.91,86.99,1
Cotton,49.15,19.82,272.3,61.92,0
Wheat,50.03,29.77,170.87,33.73,1
Maize,38.72,32.22,45.91,34.91,1
Soybean,36.22,35.18,216.93,80.68,1
Rice,43.76,28.97,27.84,49.13,1
Maize,34.27,27.27,258.55,43.45,0
Wheat,13.59,39.11,40.63,43.56,1
Wheat,18.43,28.7,138.06,63.87,0
Soybean,38.23,28.87,251.18,89.91,0
Cotton,41.87,15.88,43.1,59.26,1
Maize,54.02,17.64,13.9,30.33,1
Rice,24.29,17.36,178.09,71.51,0
Rice,54.3,34.76,196.02,84.65,1
Wheat,58.42,36.13,270.65,60.49,0
Rice,27.9,35.7,48.12,57.19,1
Soybean,24.07,36.19,31.21,52.86,1
Maize,41.59,21.08,87.93,66.99,1
Maize,32.54,31.74,214.71,58.92,0
Rice,19.29,21.56,241.16,50.69,0
Soybean,57.09,18.64,67.53,43.2,1
Maize,14.6,24.35,129.58,60.74,0
Maize,34.43,21.89,191.95,49.03,0
Soybean,43.81,28.54,205.76,38.0,1
Rice,59.79,19.37,189.12,43.24,1
Wheat,55.76,16.74,29.84,62.76,0
Cotton,59.2,33.11,282.67,50.28,1
Wheat,28.07,35.36,65.63,65.88,0
Maize,42.86,18.43,211.41,60.06,1
Rice,42.26,23.77,189.7,81.76,1
Maize,24.02,23.01,191.31,67.34,1
Rice,57.75,23.45,116.83,63.52,0
Cotton,20.91,25.63,207.87,54.31,0
Rice,23.08,16.61,118.13,53.81,1
Wheat,14.93,30.29,149.09,32.96,0
Rice,23.5,23.22,154.24,60.79,0
Rice,21.0,22.53,36.15,53.34,1
Rice,53.28,24.1,260.35,48.96,1
Cotton,31.01,23.98,28.73,82.78,0
Soybean,38.42,24.14,106.36,76.64,1
Soybean,16.2,28.9,150.92,36.46,0
Wheat,11.02,16.74,282.22,63.22,1
Maize,15.06,38.91,100.86,56.31,1
Soybean,12.92,22.7,159.17,34.16,0
